image_id,question,category,concise_prompt,n_descriptions_used
95,"There are white, grey and black squares. Three children use these to make this pattern.
<image1>
First Anni replaces all black squares with white squares.
Then Bob replaces all grey squares with black squares.
Finally Chris replaces all white squares with grey squares.
Which picture have the three children now created?
<image2>",combinatorial geometry,"Draw a diagram with two sections, `<image1>` and `<image2>`, separated by a thin blue horizontal line. `<image1>` contains one row of 9 equal squares with colors: black, white, grey, white, grey, black, white, black, grey. `<image2>` has five rows of 9 squares each, labeled (A) to (E), with specific color patterns for each: (A) grey, grey, black, grey, grey, black, grey, grey, black; (B) white, grey, black, grey, black, white, grey, white, black; (C) all grey; (D) black, white, grey, white, grey, black, white, black, grey; (E) black, grey, black, grey, black, grey, black, grey, black. Use black, white, and grey for the squares, and blue for the section labels and divider line.",4
96,"Each figure is made up of 4 equally big cubes and coloured in. Which figure needs the least amount of colour?
<image1>",solid geometry,"Draw a diagram with 5 separate 3D cube arrangements labeled (A) through (E), each made of 4 equal cubes, arranged horizontally from left to right. Each cube has a light gray top face, medium gray front face, and dark gray right face. The labels are positioned to the left of each figure.",4
97,"Four strips of paper are used to make a pattern (see picture).
<image1>
What do you see when you look at it from behind?
<image2>",descriptive geometry,"Draw a diagram with two main sections separated by a thick horizontal blue line. The top section contains a single woven pattern of 4 rectangular strips (2 dark vertical and 2 light gray horizontal) with a blue label ""<image1>:"" at the top left. The bottom section contains 5 similar patterns labeled (A) through (E) with a blue label ""<image2>:"" at the bottom left. Each pattern shows the strips intersecting in a specific over-under configuration. Use solid lines, black and gray colors, and maintain a consistent scale throughout.",4
98,"The kangaroo goes up three steps each time the rabbit goes down two steps. When the kangaroo is on step 9, on which step will the rabbit be?
<image1>",arithmetic,"Draw a 3D staircase with 10 steps, numbered 1 to 10, ascending from left to right. Include a kangaroo at the lower-left, near step 1, and a rabbit at the upper-right, near step 10. Use thin, solid blue lines on a white background.",4
99,"Julia has 5 pieces of plastic and has stacked these pieces on a table, as shown beside. What was the second piece she put on the table?
<image1>
<image2>",descriptive geometry,"Draw a diagram with two panels, ""<image1>:"" at the top and ""<image2>:"" at the bottom, separated by a solid blue horizontal line. In the top panel, stack five shapes: a black circle, a light beige square, a white triangle, a light beige pentagon, and an olive horizontal rectangle, overlapping each other. In the bottom panel, arrange the same five shapes in a row, labeled (A) to (E), with each shape separated and not overlapping.",4
102,"A magician takes animals out of his hat always in the same order, as shown below.
<image1>
The pattern of the figure is repeated every five animals. What will be the fourteenth animal he will pull out of his hat?
<image2>",combinatorics,"Draw a two-panel diagram with a thin blue horizontal line separating the panels. The top panel is labeled ""<image1>:"" and contains a horizontal row of 10 cartoon animal illustrations: a brown rat/mouse, a purple/orange snail, a yellow bird, a green frog, a red bird, repeated once. The bottom panel is labeled ""<image2>:"" and contains 5 animal illustrations, each with a black letter label: (A) a green frog, (B) a brown rat/mouse, (C) a purple/orange snail, (D) a yellow bird, (E) a red bird.",4
103,"Ana has the cards shown on the left. She chooses several of them to assemble the tower shown on the right. Which cards did she not use?
<image1>
<image2>
<image3>",combinatorial geometry,"Draw a diagram with three horizontal sections, separated by two thin blue lines. 
The top section contains a cluster of 6 blue circles, 6 green squares, and 5 red triangles. 
The middle section features a tower structure with a specific pattern of blue circles, green squares, and red triangles. 
The bottom section displays five groups of shapes labeled (A) through (E), each with a unique combination of red triangles, green squares, and blue circles.",4
104,"Maria made a block using white cubes and colored cubes in equal amounts. How many of the white cubes cannot be seen in the picture?
<image1>",solid geometry,"Draw a 3D rectangular prism made of 4x3x3 unit cubes, with three visible faces: front, top, and right. The cubes are colored light blue or white, with a specific pattern on each face. The front face has a 4x3 grid with a vertical strip of white in the third column and an additional white square in the middle of the second column. The top and right faces also have specific coloring patterns, with the right face being mostly white and the top face having a mix of blue and white cubes. Use solid lines and no labels or axes.",4
105,"Ana draws some shapes on a sheet. Her drawing has fewer squares than triangles. What could be her drawing?
<image1>",counting,"Draw 5 vertical rectangles in a row, each with a different background color: light gray, light blue, peach/orange, yellow, and light green. Label each rectangle with (A), (B), (C), (D), and (E) below it. Inside each rectangle, draw various combinations of solid black and outlined squares, triangles, and diamonds, with each rectangle containing a unique arrangement of these shapes.",4
106,"Which of the tiles below is NOT part of the wall next door?
<image1>
<image2>",combinatorial geometry,"Draw a diagram with two sections, labeled ""<image1>:"" and ""<image2>:"", separated by a thick blue horizontal line. In ""<image1>"", draw a 2x5 grid of rectangular tiles with a continuous pattern of green, white, orange, and magenta shapes. In ""<image2>"", draw five small squares, labeled (A) to (E), each containing a portion of the same pattern. Use blue text for labels and thin black lines for grid and borders.",4
107,"A village of 12 houses has four straight streets and four circular streets. The map shows 11 houses. In each straight street there are three houses and in each circular street there are also three houses. Where should the 12th house be placed on this map?
<image1>",logic,"Draw a diagram with 4 concentric, horizontally elongated oval rings and 4 straight double-line streets (vertical, horizontal, and two diagonals) intersecting at a central hub. Include 5 white circular labels with black letters (A, B, C, D, E) positioned on the streets: A near the center, B at the top, C on the right, D at the bottom right, and E at the bottom left. Add 11 small house icons (7 blue, 2 yellow, 2 pink) along the streets, with each house having a square body and a triangular roof. Place the houses at intersections and along the lines, ensuring a systematic distribution throughout the diagram.",4
